_id,content,title
60b23bb4057f8512e4386ad0,The once Manchester United flop is set to leave the Ligue 1 giants on a free transfer this summer and is being heavily linked with a move to Barcelona to reunite with ex-Holland boss Ronald Koeman.,"'Depay wanted the team to revolve around him but he's NOT good enough': Lyon chief Juninho slams star for thinking he was on Messi and Ronaldo's level as he prepares to leave ..."
60b23bb4057f8512e4386ad1,The once Manchester United flop is set to leave the Ligue 1 giants on a free transfer this summer and is being heavily linked with a move to Barcelona to reunite with ex-Holland boss Ronald Koeman.,"'Depay wanted the team to revolve around him but he's NOT good enough': Lyon chief Juninho slams star for thinking he was on Messi and Ronaldo's level as he prepares to leave ..."
61442348122c9b273129bbc8,"Cristiano Ronaldo was involved in a worrying incident ahead of Manchester United's Champions League defeat at BSC Young Boys.","'Did I die?' - Steward hit by Man Utd star Cristiano Ronaldo's shot thought she was dead"
6143b2b8122c9b273129b403,"Cristiano Ronaldo accidentally hit a Young Boys steward in the head with a wayward shot during Manchester United's warm up on Tuesday evening.","'Did I die?': Steward hit by Cristiano Ronaldo's shot feared the worst before seeing Manchester United star"
6147dfad122c9b273129dafb,"United fans were quick to not Ronaldo's departure as Juventus' 1-1 draw with AC Milan left them in the relegation zone in Italy's top flight","'Didn't need Ronaldo they said' - Manchester United fans react to Juventus' poor Serie A start"
6147dfad122c9b273129dafc,"United fans were quick to not Ronaldo's departure as Juventus' 1-1 draw with AC Milan left them in the relegation zone in Italy's top flight","'Didn't need Ronaldo they said' - Manchester United fans react to Juventus' poor Serie A start"
61b2e1ae8164164b18a8451c,Brazilian football legend Pele has moved to calm fears over his health as he spoke positively about the colon tumour treatment which he is undergoing in Sao Paulo.,"'Don't worry': Pele assures fans as Ronaldo sends support"
60c8589de385e463739edc13,"Portugal skipper and talisman, Cristiano Ronaldo is known for his intense dedication to diet and fitness and the striker was in no mood to pander to the Euro 20","'Drink Water' - Cristiano Ronaldo Removes Coca-Cola Bottles in Front of Him During Press Conference"
6190d2c0df0fc718ce19cce6,Cristiano Ronaldo shared a motivational message ahead of the Portugal vs Serbia game as the former European champions look to clinch a World Cup 2022 spot.,"'Emotional' Cristiano Ronaldo Pumped Up To Secure Portugal's World Cup 2022 Spot"
6180582404ab657dc8750c06,"One goal, two assists and three points,"" he tweeted after the game. Okrah and his other Hunters will travel to the Baba Yara Stadium for their matchday two games against Asante Kotoko. Thank you Bechem for this wonderful welcome given me today as we beat Medeama 4-0.","'Even Ronaldo didn't get this' - Augustine Okrah thanks Bechem United fans"
609241534325e9120c1ddc7e,"Black Stars forward, Emmanuel Gyasi has urged young and aspiring footballers to learn from five-time world footballer of the year, Cristiano Ronaldo.","'Every child must learn from Cristiano Ronaldo' – Emmanuel Gyasi"
61485037122c9b273129df70,"Manchester United superstar, Cristiano Ronaldo took to social networking site, Instagram to send a message to the fans where he admitted that he is relishing th","'Every Game is Always an Amazing Fight' - Cristiano Ronaldo Sends Message to Fans on Social Media"
61bfa06758205119aaccd341,"The important thing is to tell me things to help me to grow up like a person, like a player, and since day one, everything that he told me did. So I appreciate that a lot. “I always say that for me he's like a father for me in football.","'Everything he told me he did' - Cristiano Ronaldo appreciates Sir Alex Ferguson impact"
61562804b720927ef7eaed3c,"Cristiano Ronaldo believes ""everything is possible"" after firing Manchester United to an important Champions League win at the end of a tough night against Villarreal on an individual and collective level.","'Everything is possible' - Cristiano Ronaldo targets European glory after late Champions League winner"
61399d1bf60e2a067e4a05b8,Cristiano Ronaldo made a sensational return to Manchester United in the summer of 2021 after a gap of 12 years. The Portuguese star left Juventus for a £20 million ($28m) fee in order to reunite with the Red Devils.,"'Fastest to 100 goals for Juventus' - Cristiano Ronaldo's records at Bianconeri"
61c7892f4b20cc368489775f,"The Manchester United ace, 36, showed that it's always family first on Christmas Eve as he shared a buoyant snap of his nearest and dearest smiling for the camera.","'Feliz Natal!': Cristiano Ronaldo rings in the Christmas period with a family photo"
616de2fd20dd6d41120ca002,"A former Chelsea star had some heavy criticism for Cristiano Ronaldo, who he claimed looked a like a 36-year-old against Leicester City.","'For The First Time, Ronaldo Looked Like a 36-Year-Old'"
61690d8220dd6d41120c78cd,"The 11-year-old Argentine Cristiano is a youth player in the academy at Racing Club but supports rival Buenos Aires side River Plate. His mother decided to name her son after Cristiano Ronaldo, but he clearly grew up to favour Messi,","'Forgive her! She called me Cristiano': Lionel Messi's 11-year-old fan pleads forgiveness as his mother named him after Ronaldo"
61690d8220dd6d41120c78ce,"The 11-year-old Argentine Cristiano is a youth player in the academy at Racing Club but supports rival Buenos Aires side River Plate. His mother decided to name her son after Cristiano Ronaldo, but he clearly grew up to favour Messi,","'Forgive her! She called me Cristiano': Lionel Messi's 11-year-old fan pleads forgiveness as his mother named him after Ronaldo"
61401680748d1d6dab2fb4fd,<p>Rio Ferdinand has fired a warning to Premier League defenders - sharpen up at crosses or Cristiano Ronaldo will punish you if Manchester United play to his strengths.</p>,"'Get it in there - he'll score!': Rio Ferdinand tells Manchester United to cross the ball in at every opportunity to get the most out of Cristiano Ronaldo"
618d8700df0fc718ce19a80f,News broke on Wednesday that Michael Edwards would be replaced in the sporting director role at Liverpool by his assistant Julian Ward. Neil Jones from Goal has given some more background on Ward and how his path crossed with Cristiano Ronaldo.,"'Go Right Back Against Cristiano' - Michael Edwards Replacement Julian Ward Told To Mark Ronaldo"
6148502f122c9b273129dea3,"Cristiano Ronaldo surpassed Zlatan Ibrahimovic's record after his equaliser for Manchester United against West Ham during their Premier League clash on Sunday","'Goal Machine' Cristiano Ronaldo Reaches New Milestone, Overtakes Zlatan Ibrahimovic"
61ce9135f03e4e2ede156fa9,"Manchester United superstar, Cristiano Ronaldo has taken to social networking site, Instagram to send a message to the Red Devil fans following their 3-1 win ov","'Great victory' - Cristiano Ronaldo sends message to Man United fans after Burnley win"
61cf726a6956b17c279f7b4a,"A new statue of football player Cristiano Ronaldo has sparked controversy in Goa, with residents objecting to a Portuguese footballer being honoured instead of a player from India.","'Hangover from Portuguese rule': Cristiano Ronaldo's statue causes stir in Goa"
613068844e8e6e79cc5b2cd0,"Cristiano Ronaldo was fortunate not to be sent off in the first half of Ireland's World Cup qualifier against Portugal.","'He could very easily have been sent off' - Cristiano Ronaldo in the spotlight over 'strike'"
6185d63cec1d51185f63b4ab,"Ian Rush has described Cristiano Ronaldo's recent form as ""frightening"" after the Portugal international was once again the hero for Manchester United in","'He is frightening': Ian Rush declares Man United star Cristiano Ronaldo 'never ceases to amaze me'"
61538506b720927ef7eacf55,"Chelsea boss Thomas Tuchel has spoken on Cristiano Ronaldo's Departure from Juventus.","'He is One of the Greatest' - Thomas Tuchel Comments on Cristiano Ronaldo"
615d3003f5a45c3ab0a5a64f,It was a meeting of the two GOAT (Greatest of All-Time) athletes when UFC legend Khabib Nurmagomedov posed for an MMA style face-off with his long-lost friend Cristiano Ronaldo during his visit to Old Trafford where he witnessed live action between Manchester United and Everton in the Premier League 2021/22 season.,"'He is the best ever': UFC GOAT Khabib Nurmagomedov's friendly face off with GOAT footballer Cristiano Ronaldo - Watch"
611484edb70f086f6e6219c4,Jose Fonte says he writes daily to international team-mate Cristiano Ronaldo asking him to come to Lille - and the defender said he gets the same feedback with each attempt,"'He just answers ha ha ha' - Fonte claims he asks Ronaldo to sign for Lille 'every day' as Messi moves to PSG"
613c2809748d1d6dab2f9bbb,"The pair played together for two years before Djemba-Djemba left in 2005, with the Cameroonian facing Ronaldo as a winger at Sporting Lisbon before joining forces.","'He loves United too much to have ever joined City': Cristiano Ronaldo's old team-mate Eric Djemba-Djemba opens up on their time at Old Trafford, going to Nandos together - and ..."
613f1113748d1d6dab2fb0d0,"<p>Speaking after Manchester United's win over Newcastle, Solskjær said Ronaldo has become a better player in his time away from the club</p>","'He senses the big moments': Ole Gunnar Solskjær praises Cristiano Ronaldo's Man Utd impact – video"
613f1113748d1d6dab2fb0d1,"<p>Speaking after Manchester United's win over Newcastle, Solskjær said Ronaldo has become a better player in his time away from the club</p>","'He senses the big moments': Ole Gunnar Solskjær praises Cristiano Ronaldo's Man Utd impact – video"
61d7930a79419403312c03f8,Former Manchester United assistant manager Carlos Queiroz has hailed Mohamed Salah as the best player in the world,"'He will be upset!' Carlos Queiroz has his say on Cristiano Ronaldo and Mohamed Salah debate"
61d7930a79419403312c03f9,Former Manchester United assistant manager Carlos Queiroz has hailed Mohamed Salah as the best player in the world,"'He will be upset!' Carlos Queiroz has his say on Cristiano Ronaldo and Mohamed Salah debate"
6100e9d88884795e38d44407,"Returning Juventus manager, Massimiliano Allegri has opened up on what he expects from footballing superstar, Cristiano Ronaldo next season - revealing that he","'He Will Have More Responsibility' - Juventus Boss Max Allegri on What He Expects From Cristiano Ronaldo"
60d54ba0cc78dd4bb0d52d0d,"<p>BBC pundit Lineker has made no secret of his preference for Messi over Ronaldo in the age-old football debate, and frequently references to the Barcelona man as the greatest player of all time.</p>","'He will text me saying ""why has he said that?""': Rio Ferdinand reveals Cristiano Ronaldo gets in touch to ask why fellow BBC pundit Gary Lineker prefers Lionel Messi over him"
60d54ba0cc78dd4bb0d52d0e,"<p>BBC pundit Lineker has made no secret of his preference for Messi over Ronaldo in the age-old football debate, and frequently references to the Barcelona man as the greatest player of all time.</p>","'He will text me saying ""why has he said that?""': Rio Ferdinand reveals Cristiano Ronaldo gets in touch to ask why fellow BBC pundit Gary Lineker prefers Lionel Messi over him"
61cb7dccf03e4e2ede154936,"Odegaard broke through the ranks at Real Madrid aged just 16 and Ronaldo, his team-mate at the time, gave the youngster a special mention. Years on, his prediction has now come true.","'He's a great player... he has a good future ahead': Cristiano Ronaldo predicted Martin Odegaard would go on to flourish at the top level when the in-form Arsenal playmaker was ..."
6158cb13343cef5e9aed186c,Ole Gunnar Solskjaer introduced Cristiano Ronaldo in the second half against Everton but Manchester United could not find a winning goal,"'He's fuming'- Cristiano Ronaldo left frustrated as Rio Ferdinand praises Everton character"
6141b873413ddd09630926f7,"Former Manchester United defender Rio Ferdinand has lashed out at Cristiano Ronaldo's doubters. Ferdinand believes the Portuguese star is on 'a different stratosphere' despite his age.","'He's on a different stratosphere'- Rio Ferdinand hits back at Cristiano Ronaldo's doubters"
6135df144e8e6e79cc5b47e0,"Paul Pogba has welcomed the return of Cristiano Ronaldo to Manchester United, with the French midfielder looking forward to working with ""the best"".  The Red Devils pulled off a stunning coup in the final days of the summer transfer window,","'He’s Going To Raise The Level' - Cristiano Ronaldo Backed To Lift Man Utd By Paul Pogba"
61550ed6b720927ef7eae527,Cristiano Ronaldo has sent the football world into meltdown with an incredible last-gasp winner to rescue Manchester United in their Champions League clash with Villareal. Ronaldo capped his ...,"'Holy cow': Football world in meltdown over Cristiano Ronaldo moment"
6129a2c9e4753a799f934782,Manchester United have pulled off a stunning coup to get Cristiano Ronaldo from Juventus. Read all the details here.,"'Holy hell': Football world in shock over Cristiano Ronaldo transfer"
6191ebf6df0fc718ce19d6f5,"Much of the reaction on social media focused on Cristiano Ronaldo's disappointing performance and the fact that Portugal failed to top a group which many people expected they would win.","'How have they bottled that group?': Fans hit out at Portugal and Cristiano Ronaldo after their 'pathetic' last-gasp defeat by Serbia means they have to qualify for 2022 World ..."
61a6938437971913d85166a0,"Liverpool fans are making their voices heard concerning Mohamed Salah's position on the Ballon d'Or 2021 final list and are not happy that the forward was placed behind Cristiano Ronaldo.","'How is he lower than Ronaldo and Benzema', 'Embarrassing award' - Liverpool fans slam Ballon d'Or in reaction to Mohamed Salah's ranking"
61763c84b498850e55dcd4a5,"Manchester United fans looked on in horror during their historic dismantling against fierce rivals Liverpool, but things could have been far worse after an ugly Cristiano Ronaldo incident. Mohamed Salah scored a hat-trick as Liverpool humiliated United,","'How on earth': Cristiano Ronaldo act sparks fierce red card debate"
61cccf74f03e4e2ede155a33,"Robert Lewandowski (main) has intimated that he believes he is the best player in the world after being snubbed for the Ballon d'Or for a second-consecutive year.","'I choose Lewandowski': Bayern Munich star picks HIMSELF when asked to choose between Lionel Messi and Cristiano Ronaldo as striker hints he should have won the Ballon d'Or ..."
62026c0ff9cbf47433175f3c,"Former Portugal boss Luiz Felipe Scolari has opened up about the time he had to tell Cristiano Ronaldo his father had died. Now 73 years old, the Brazilian coach has had an illustrious career that has seen him manage big clubs such as Chelsea, as well as a ...","'I had to tell Ronaldo his dad died'"
61c0f20458205119aacce52f,"Cristiano Ronaldo says Ashley Cole is his toughest ever opponent, and one of their showdowns during Manchester United vs Chelsea proves why.","'I Had You In My Pocket!' - Prime Ashley Cole Once Dominated Cristiano Ronaldo In A Defensive Masterclass"
