24,"Messi, 34, won Copa America with his country last summer, as well as leading Barcelona to victory in the Copa del Rey before leaving for the French capital before the start of the new campaign.",Lionel Messi AND Cristiano Ronaldo are snubbed in L'Equipe's Team of 2021,"Lionel Messi AND Cristiano Ronaldo are snubbed in L'Equipe's Team of 2021.Messi, 34, won Copa America with his country last summer, as well as leading Barcelona to victory in the Copa del Rey before leaving for the French capital before the start of the new campaign."
25,"Messi, 34, won Copa America with his country last summer, as well as leading Barcelona to victory in the Copa del Rey before leaving for the French capital before the start of the new campaign.",Lionel Messi AND Cristiano Ronaldo are snubbed in L'Equipe's Team of 2021,"Lionel Messi AND Cristiano Ronaldo are snubbed in L'Equipe's Team of 2021.Messi, 34, won Copa America with his country last summer, as well as leading Barcelona to victory in the Copa del Rey before leaving for the French capital before the start of the new campaign."
26,"Paris Saint-Germain (PSG) superstar Lionel Messi left Argentina for France on Wednesday morning after testing negative for COVID, according to Argentine outlet El Litoral.",Lionel Messi could return to PSG training on Thursday after testing negative for COVID-19: Reports,"Lionel Messi could return to PSG training on Thursday after testing negative for COVID-19: Reports.Paris Saint-Germain (PSG) superstar Lionel Messi left Argentina for France on Wednesday morning after testing negative for COVID, according to Argentine outlet El Litoral."
27,"Paris Saint-Germain star Lionel Messi and Manchester United striker Cristiano Ronaldo were not considered good enough to make French magazine L’Equipe world team of the year. The snub was despite Messi scooping a seventh Ballon d’Or in 2021,","Messi, Ronaldo snubbed in World Team of the Year","Messi, Ronaldo snubbed in World Team of the Year.Paris Saint-Germain star Lionel Messi and Manchester United striker Cristiano Ronaldo were not considered good enough to make French magazine L’Equipe world team of the year. The snub was despite Messi scooping a seventh Ballon d’Or in 2021,"
28,"DJ Fer Palacio was pictured at a party with Messi just days before the Argentine star tested positive, but there is no suggestion he gave Messi COVID.",A DJ in Lionel Messi's hometown says he has been sent death threats after unfounded rumors that he gave the soccer star COVID,"A DJ in Lionel Messi's hometown says he has been sent death threats after unfounded rumors that he gave the soccer star COVID.DJ Fer Palacio was pictured at a party with Messi just days before the Argentine star tested positive, but there is no suggestion he gave Messi COVID."
29,An Argentinian DJ has denied he gave Lionel Messi Covid after receiving death threats on social media. Messi’s club Paris Saint-Germain confirmed on Sunday the Argentine international was among their players who had tested positive.,DJ denies giving Lionel Messi Covid after receiving death threats,DJ denies giving Lionel Messi Covid after receiving death threats.An Argentinian DJ has denied he gave Lionel Messi Covid after receiving death threats on social media. Messi’s club Paris Saint-Germain confirmed on Sunday the Argentine international was among their players who had tested positive.
30,ANDREAS CHRISTENSEN has signed up to an agency with strong links to Lionel Messi’s brother – fuelling speculation he is Barcelona bound. Chelsea’s Danish centre-half is out of contract at,Chelsea star Christensen signs with agency linked to Lionel Messi’s brother fuelling Barcelona transfer talk,Chelsea star Christensen signs with agency linked to Lionel Messi’s brother fuelling Barcelona transfer talk.ANDREAS CHRISTENSEN has signed up to an agency with strong links to Lionel Messi’s brother – fuelling speculation he is Barcelona bound. Chelsea’s Danish centre-half is out of contract at
31,"Reacting to Romelu Lukaku's interview where he criticised Chelsea manager Thomas Tuchel's decision to ""play a different formation"", ex-West Ham player Paolo Di Canio termed Lukaku a ""big soppy cat"" and ""no Lionel Messi"".","Lukaku a soppy cat, no Messi: Di Canio after controversial interview","Lukaku a soppy cat, no Messi: Di Canio after controversial interview.Reacting to Romelu Lukaku's interview where he criticised Chelsea manager Thomas Tuchel's decision to ""play a different formation"", ex-West Ham player Paolo Di Canio termed Lukaku a ""big soppy cat"" and ""no Lionel Messi""."
32,"After reportedly falling out with one of his teammates at Paris Saint-Germain earlier this season, Lionel Messi appears to be close to getting his January transfer wish.",Messi Gets January Transfer Wish?,"Messi Gets January Transfer Wish?.After reportedly falling out with one of his teammates at Paris Saint-Germain earlier this season, Lionel Messi appears to be close to getting his January transfer wish."
33,"THE January transfer window is officially OPEN and trading can begin! Lionel Messi has been ruled out of action with PSG thanks to Covid, but a return to Barcelona could STILL be on the cards","Transfer news LIVE: Southampton takeover LATEST, Messi return to Barca who target Haaland, Lukaku Chelsea future latest","Transfer news LIVE: Southampton takeover LATEST, Messi return to Barca who target Haaland, Lukaku Chelsea future latest.THE January transfer window is officially OPEN and trading can begin! Lionel Messi has been ruled out of action with PSG thanks to Covid, but a return to Barcelona could STILL be on the cards"
34,CHELSEA star Andreas Christensen has signed up to an agency with strong links to Leo Messi’s brother – fuelling speculation he is heading to Barcelona. The Danish defender is out of contract,Chelsea defender Andreas Christensen signs with agency linked to Leo Messi’s brother fuelling Barca transfer rumours,Chelsea defender Andreas Christensen signs with agency linked to Leo Messi’s brother fuelling Barca transfer rumours.CHELSEA star Andreas Christensen has signed up to an agency with strong links to Leo Messi’s brother – fuelling speculation he is heading to Barcelona. The Danish defender is out of contract
35,Lionel Messi is isolating at home in Argentina after testing positive for Covid-19—one of four Paris Saint-Germain players to do so ahead of the team’s return from winter break. PSG coach Mauricio Pochettino is not sure when the seven-time Ballon d’Or winner will be able to return to France—or if he can even recover in,Lionel Messi One Of Four PSG Players To Test Positive For COVID-19,Lionel Messi One Of Four PSG Players To Test Positive For COVID-19.Lionel Messi is isolating at home in Argentina after testing positive for Covid-19—one of four Paris Saint-Germain players to do so ahead of the team’s return from winter break. PSG coach Mauricio Pochettino is not sure when the seven-time Ballon d’Or winner will be able to return to France—or if he can even recover in
36,Barcelona president Joan Laporta has debunked reports circulating in the media that he asked Lionel Messi to play,Laporta Denies Asking Messi To Play For Free,Laporta Denies Asking Messi To Play For Free.Barcelona president Joan Laporta has debunked reports circulating in the media that he asked Lionel Messi to play
37,"<p><span style=""color: rgb(77, 81, 86); font-family: arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Lionel Andrés Messi Cuccittini, còn được gọi là Leo Messi, là một cầu thủ bóng đá người Argentina hiện đang thi đấu ở vị trí tiền đạo cho câu lạc bộ Paris Saint-Germain và là đội trưởng của đội tuyển bóng đá quốc gia Argentina</span><br><br><br></p>","Messi và Sanchez cùng nổ súng, Chile cầm chân Argentina ở vòng loại World Cup","Messi và Sanchez cùng nổ súng, Chile cầm chân Argentina ở vòng loại World Cup.<p><span style=""color: rgb(77, 81, 86); font-family: arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Lionel Andrés Messi Cuccittini, còn được gọi là Leo Messi, là một cầu thủ bóng đá người Argentina hiện đang thi đấu ở vị trí tiền đạo cho câu lạc bộ Paris Saint-Germain và là đội trưởng của đội tuyển bóng đá quốc gia Argentina</span><br><br><br></p>"
38,<p>Lionel Messi<br></p>,Lionel Messi,Lionel Messi.<p>Lionel Messi<br></p>
39,"<p class=""Normal"" style=""margin: 0px 0px 1em; padding: 0px; box-sizing: border-box; text-rendering: optimizespeed; line-height: 28.8px; color: rgb(34, 34, 34); font-family: arial; font-size: 18px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(252, 250, 246); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Ông Bartomeu, Chủ tịch Barcelona có biệt danh là ""Nobita"", vì vẻ ngoài rất giống với nhân vật trong bộ truyện tranh nổi tiếng của Nhật Bản. Trong một buổi phỏng vấn gần đây trên đài truyền hình địa phương, ông Bartomeu đưa ra so sánh đầy hình ảnh, từ những câu hỏi của trẻ em.</p><p class=""Normal"" style=""margin: 0px 0px 1em; padding: 0px; box-sizing: border-box; text-rendering: optimizespeed; line-height: 28.8px; color: rgb(34, 34, 34); font-family: arial; font-size: 18px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(252, 250, 246); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">""Tôi đoán mọi người gọi tôi là Nobita vì trông tôi giống thế, hoặc có thể là Barcelona có một Doraemon. Cậu ta chính là Messi, người có thể giải quyết mọi tình huống khó khăn. Đó là lý do luôn có một Nobita nhờ vả cậu ấy trong mọi việc"", Chủ tịch Barca nói.&nbsp;</p><p><br></p>","Messi và Sanchez cùng nổ súng, Chile cầm chân Argentina ở vòng loại World Cup, Messi và Sanchez cùng nổ súng, Chile cầm chân Argentina ở vòng loại World Cup","Messi và Sanchez cùng nổ súng, Chile cầm chân Argentina ở vòng loại World Cup, Messi và Sanchez cùng nổ súng, Chile cầm chân Argentina ở vòng loại World Cup.<p class=""Normal"" style=""margin: 0px 0px 1em; padding: 0px; box-sizing: border-box; text-rendering: optimizespeed; line-height: 28.8px; color: rgb(34, 34, 34); font-family: arial; font-size: 18px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(252, 250, 246); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Ông Bartomeu, Chủ tịch Barcelona có biệt danh là ""Nobita"", vì vẻ ngoài rất giống với nhân vật trong bộ truyện tranh nổi tiếng của Nhật Bản. Trong một buổi phỏng vấn gần đây trên đài truyền hình địa phương, ông Bartomeu đưa ra so sánh đầy hình ảnh, từ những câu hỏi của trẻ em.</p><p class=""Normal"" style=""margin: 0px 0px 1em; padding: 0px; box-sizing: border-box; text-rendering: optimizespeed; line-height: 28.8px; color: rgb(34, 34, 34); font-family: arial; font-size: 18px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(252, 250, 246); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">""Tôi đoán mọi người gọi tôi là Nobita vì trông tôi giống thế, hoặc có thể là Barcelona có một Doraemon. Cậu ta chính là Messi, người có thể giải quyết mọi tình huống khó khăn. Đó là lý do luôn có một Nobita nhờ vả cậu ấy trong mọi việc"", Chủ tịch Barca nói.&nbsp;</p><p><br></p>"
40,"France Football’s editor-in-chief, Pascal Ferre, has revealed that he did not put Paris Saint-Germain’s Lionel Messi first during the 2021 Ballon d’ Or voting.",Ballon d’Or: ‘I didn’t put Messi first’ – France Football chief opens up,"Ballon d’Or: ‘I didn’t put Messi first’ – France Football chief opens up.France Football’s editor-in-chief, Pascal Ferre, has revealed that he did not put Paris Saint-Germain’s Lionel Messi first during the 2021 Ballon d’ Or voting."
41,"Speaking to France Football after being awarded his seventh Ballon d’Or last week, Paris Saint Germain forward Lionel Messi (34) recounted how he handled needing hormone treatment as a child, explaining he never considered his football career to be in doubt.",Lionel Messi explains he never felt the hormone treatment he received as a child put his career in doubt,"Lionel Messi explains he never felt the hormone treatment he received as a child put his career in doubt.Speaking to France Football after being awarded his seventh Ballon d’Or last week, Paris Saint Germain forward Lionel Messi (34) recounted how he handled needing hormone treatment as a child, explaining he never considered his football career to be in doubt."
42,"We're in December and Lionel Messi has scored only one league goal this season. Had you said that would happen at the very start of the campaign, people would have called you a madman. But that's what has happened,",Lionel Messi: PSG star's 'unlucky' start to the season captured in viral video,"Lionel Messi: PSG star's 'unlucky' start to the season captured in viral video.We're in December and Lionel Messi has scored only one league goal this season. Had you said that would happen at the very start of the campaign, people would have called you a madman. But that's what has happened,"
43,A £26 million hotel in Barcelona owned by Paris Saint-Germain superstar Lionel Messi has reportedly been ordered to be demolished. Spanish outlet El Confidencial - per The Mirror and The Sun - understand that Messi’s four-star ‘MiM Sitges’ hotel has been hit with a court order for its demolition.,Lionel Messi ‘ordered to demolish’ £26m luxury Barcelona hotel,Lionel Messi ‘ordered to demolish’ £26m luxury Barcelona hotel.A £26 million hotel in Barcelona owned by Paris Saint-Germain superstar Lionel Messi has reportedly been ordered to be demolished. Spanish outlet El Confidencial - per The Mirror and The Sun - understand that Messi’s four-star ‘MiM Sitges’ hotel has been hit with a court order for its demolition.
44,Former FC Barcelona striker Luis Suarez has seemingly revealed a perhaps surprising part of the reason why Lionel Messi has endured a difficult start to life with Paris Saint-Germain.,Suarez: Why Messi has suffered in Paris,Suarez: Why Messi has suffered in Paris.Former FC Barcelona striker Luis Suarez has seemingly revealed a perhaps surprising part of the reason why Lionel Messi has endured a difficult start to life with Paris Saint-Germain.
45,"Amid links with an early exit for Manchester United-linked Pochettino, L'Equipe claims that Messi has doubts over the ex-Tottenham Hotspur manager's tactical nous. The report clai",Paris Saint-Germain Lionel Messi 'has doubts over Mauricio Pochettino',"Paris Saint-Germain Lionel Messi 'has doubts over Mauricio Pochettino'.Amid links with an early exit for Manchester United-linked Pochettino, L'Equipe claims that Messi has doubts over the ex-Tottenham Hotspur manager's tactical nous. The report clai"
46,"Robert Lewandowski was second in the race for the 2021 Ballon d'Or, with Lionel Messi eventually winning the award, but the Pole has revealed his sadness at not coming out on top w",Lewandowski takes aim at Messi after Ballon d'Or statement,"Lewandowski takes aim at Messi after Ballon d'Or statement.Robert Lewandowski was second in the race for the 2021 Ballon d'Or, with Lionel Messi eventually winning the award, but the Pole has revealed his sadness at not coming out on top w"
47,"And now according to a report in France, Lionel Messi and his entourage are not pleased with PSG boss Mauricio Pochettino and his style of play.",Lionel Messi 'strives On Daily Basis' To Avoid Arguments With PSG Boss Pochettino: Report,"Lionel Messi 'strives On Daily Basis' To Avoid Arguments With PSG Boss Pochettino: Report.And now according to a report in France, Lionel Messi and his entourage are not pleased with PSG boss Mauricio Pochettino and his style of play."
48,Lionel Messi snubbed his Barcelona team-mates after their victory over Arsenal in the 2006 Champions League final.,Lionel Messi 'Deeply Regrets' Actions After 2006 Champions League Final,Lionel Messi 'Deeply Regrets' Actions After 2006 Champions League Final.Lionel Messi snubbed his Barcelona team-mates after their victory over Arsenal in the 2006 Champions League final.
49,"Meanwhile, Luis Suarez has revealed why Messi has failed to make a mark with PSG this season. Elsewhere, Kylian Mbappe has confirmed that he wants to leave the Parisians. On that note, here’s a look at the key PSG transfer stories as on 6th December 2021.",Luis Suarez reveals reason behind Lionel Messi’s struggles with the Parisians,"Luis Suarez reveals reason behind Lionel Messi’s struggles with the Parisians.Meanwhile, Luis Suarez has revealed why Messi has failed to make a mark with PSG this season. Elsewhere, Kylian Mbappe has confirmed that he wants to leave the Parisians. On that note, here’s a look at the key PSG transfer stories as on 6th December 2021."
50,Bayern Munich striker Robert Lewandowski has explained how he truly felt after losing out on the 2021 Ballon d’Or to Lionel Messi last week.,Lewandowski Hurt After Losing To Messi,Lewandowski Hurt After Losing To Messi.Bayern Munich striker Robert Lewandowski has explained how he truly felt after losing out on the 2021 Ballon d’Or to Lionel Messi last week.
51,"Lionel Messi is facing a major financial setback after being ordered to demolish a £26m hotel he owns in Barcelona, according to reports in Spain. Messi began last week on a high after winning the Ballon d'Or for a record seventh time but his celebrations are likely to have been cut short by the news that his four-star hotel has been slapped with a court order for its demolition.",Lionel Messi 'Ordered To Demolish' His Luxury Barcelona Hotel,"Lionel Messi 'Ordered To Demolish' His Luxury Barcelona Hotel.Lionel Messi is facing a major financial setback after being ordered to demolish a £26m hotel he owns in Barcelona, according to reports in Spain. Messi began last week on a high after winning the Ballon d'Or for a record seventh time but his celebrations are likely to have been cut short by the news that his four-star hotel has been slapped with a court order for its demolition."
52,Antonio Cassano has claimed that Cristiano Ronaldo sent him long text messages after the Italian said Lionel Messi is a much better player than the Manchester United striker.,'What Ronaldo Told Me Over Angry Texts','What Ronaldo Told Me Over Angry Texts'.Antonio Cassano has claimed that Cristiano Ronaldo sent him long text messages after the Italian said Lionel Messi is a much better player than the Manchester United striker.
53,"Messi has often been lauded for his humble persona off the pitch, and the former Barcelona man has played down talk of being hailed as the best footballer of all time. Speaking to France Football, Messi said: ""I never said,",Paris Saint-Germain's Lionel Messi plays down 'greatest of all time' talk,"Paris Saint-Germain's Lionel Messi plays down 'greatest of all time' talk.Messi has often been lauded for his humble persona off the pitch, and the former Barcelona man has played down talk of being hailed as the best footballer of all time. Speaking to France Football, Messi said: ""I never said,"
54,Milan striker Zlatan Ibrahimovic said he doesn’t know anything about the ongoing investigation into his former club Juventus and claimed Lionel Messi ‘is stronger’ than Cristiano Ronaldo. The Rossoneri striker spoke to Corriere TV and was asked about who he thinks is the best player in the history of football.,Zlatan: ‘I don’t know anything about Juventus investigation; I’d pick Messi over CR7’,Zlatan: ‘I don’t know anything about Juventus investigation; I’d pick Messi over CR7’.Milan striker Zlatan Ibrahimovic said he doesn’t know anything about the ongoing investigation into his former club Juventus and claimed Lionel Messi ‘is stronger’ than Cristiano Ronaldo. The Rossoneri striker spoke to Corriere TV and was asked about who he thinks is the best player in the history of football.
55,Argentine legend Lionel Messi is reportedly unhappy at Paris Saint-Germain and his family is unsettled in the French capital.,PSG Star Messi Unhappy in Paris,PSG Star Messi Unhappy in Paris.Argentine legend Lionel Messi is reportedly unhappy at Paris Saint-Germain and his family is unsettled in the French capital.
56,PSG manager Mauricio Pochettino appears to be lacking clues on how to get the best out of Lionel Messi. The Argentine has been a mere shadow of himself since he switched to the Parc des Princes this summer.,Lionel Messi 'seriously beginning to doubt' Mauricio Pochettino's tactical choices - Reports,Lionel Messi 'seriously beginning to doubt' Mauricio Pochettino's tactical choices - Reports.PSG manager Mauricio Pochettino appears to be lacking clues on how to get the best out of Lionel Messi. The Argentine has been a mere shadow of himself since he switched to the Parc des Princes this summer.
